,pred
1368,180.93112517500398
1369,225.98052105078443
1370,308.6800331934746
1371,395.09104151557574
1372,431.4181450689107
1373,427.2074277399427
1374,422.7697102110593
1375,404.24252826228354
1376,402.104149510046
1377,400.90287055830277
1378,439.66436418584595
1379,458.714820911853
1380,409.77130127037015
1381,453.0951543150335
1382,566.1475180645677
1383,510.3034347991105
1384,436.0289449612095
1385,342.28266460635535
1386,296.2325132420637
1387,274.70510298216317
1388,268.34166399482984
1389,271.88294144964516
1390,230.57429142882108
1391,205.44532361145136
1392,211.0813141769277
1393,240.63874050914674
1394,334.8160481518595
1395,386.8555379719895
1396,441.6145314790419
1397,431.7260921723142
1398,412.1273060600933
1399,405.82165387287876
1400,413.3938551356145
1401,439.0953227586945
1402,459.48038124554176
1403,490.9106101422191
1404,538.6690604500177
1405,588.9333555656776
1406,585.0482958312225
1407,539.6425285819612
1408,462.5138025173295
1409,369.00812667827944
1410,309.0566954861385
1411,291.4228189538204
1412,286.4956182112519
1413,277.3632440302972
1414,236.30181748581552
1415,203.82866602732167
1416,199.3529644727692
1417,248.63411393476292
1418,327.5075795240152
1419,402.9342516998353
1420,448.61116398196174
1421,458.99904323652
1422,450.61416771013137
1423,438.38824680245415
1424,432.5625139548023
1425,447.52639752749104
1426,450.2718990054765
1427,430.32161059362215
1428,469.15186449686433
1429,509.6962016672871
1430,512.6053547309025
1431,477.14641880533645
1432,420.18357417306015
1433,350.8249899741843
1434,300.0973157834674
1435,288.5296765710901
1436,282.2566005365862
1437,271.08807975340557
1438,226.47053466089568
1439,198.72987213371667
1440,201.79527737750075
1441,229.38206885579908
1442,333.84970530751843
1443,404.08748635935206
1444,442.25056062979286
1445,409.4103894784471
1446,412.0699103707042
1447,407.84815125884245
1448,405.46088326184775
1449,417.57459555851733
1450,443.6047586938123
1451,470.7008838405002
1452,517.5759485013697
1453,572.9496974117932
1454,576.3136801626283
1455,529.0874515615694
1456,453.5425202139561
1457,256.5175845528565
1458,207.28842857584743
1459,196.97794214411414
1460,205.95826487402846
1461,240.12095226067362
1462,185.14409925414432
1463,152.51318481857237
1464,152.69651605951776
1465,205.188213372551
1466,283.2267781833952
1467,350.98509148648134
1468,394.3695503767823
1469,396.3096485990934
1470,369.7490981941824
1471,333.2614111487081
1472,310.3405694043363
1473,318.84430999776293
1474,339.39011376552196
1475,390.5397622994876
1476,430.931588967372
1477,459.07077916845583
1478,484.0169886275205
1479,440.6165825368814
1480,337.19568893995665
1481,258.2704695579232
1482,239.3420021835605
1483,224.17645513496518
1484,186.5390008131446
1485,200.89150592590232
1486,134.0566704495859
1487,104.032461297006
1488,103.4290646586116
1489,156.48325958366655
1490,236.40507588673756
1491,329.7520023539839
1492,364.02645073937657
1493,359.2463049632273
1494,304.8018772968009
1495,315.768779266387
1496,286.79841030553797
1497,295.36997367081716
1498,328.2091491741557
1499,337.7769758159826
1500,387.2909553775789
1501,431.76961542830463
1502,466.09905685795883
1503,430.4838538655901
1504,331.03178221303847
1505,275.0064762091408
1506,227.97575141220995
1507,220.45545386412942
1508,220.4860438802712
1509,205.72578653296264
1510,174.33144045130416
1511,141.44193690866612
1512,171.75594350203292
1513,221.79251496334314
1514,281.2787337373248
1515,353.1429609658064
1516,389.94021006838125
1517,392.2162106475124
1518,362.37974915971427
1519,340.3306160379848
1520,338.423940325639
1521,346.33908273035667
1522,390.9186299959096
1523,422.60375026421957
1524,472.22093300384813
1525,508.5235057603893
1526,521.8002006575704
1527,476.7866232975282
1528,393.16924506666913
1529,312.0232828869657
1530,260.58633631519353
1531,239.9767040361666
1532,248.6623140124127
1533,231.5710870447834
1534,175.1781986187595
1535,142.30812655369442
1536,142.3349190283211
1537,192.7225147805617
1538,284.15355584848066
1539,383.4566684117086
1540,424.0431680390798
1541,398.05670496318726
1542,394.6313411006771
1543,375.32816752936185
1544,368.2766185555985
1545,376.4976714439344
1546,384.3816817980229
1547,446.8569882485611
1548,502.6278271721468
1549,545.9516802177567
1550,561.6605490301099
1551,510.3381874344701
1552,424.3281217226688
1553,343.89570646984964
1554,289.0055550941397
1555,273.81030269583766
1556,269.0931471265918
1557,247.67611963526195
1558,206.2919532127699
1559,174.62921178520426
1560,181.13404542588066
1561,231.83443191950377
1562,310.05908177587577
1563,395.4757421088671
1564,436.07003456614626
1565,472.47639831530955
1566,427.5299891852208
1567,388.00654425976745
1568,379.55464541930337
1569,387.88872103719996
1570,408.7507951866352
1571,458.64040589572517
1572,497.07971974153077
1573,538.8328402566312
1574,535.6219036413742
1575,505.887825351506
1576,423.23758399992295
1577,340.71611227637476
1578,289.66184746757625
1579,277.5051731099477
1580,276.94758145368644
1581,265.4937401094568
1582,224.18838365264165
1583,184.87970656700855
1584,182.9090807973189
1585,236.2296605606839
1586,313.75965491007514
1587,389.9758932709981
1588,435.5821859958031
1589,432.6430801749542
1590,423.09792697522835
1591,408.9614437646665
1592,401.7419690967971
1593,405.24263394529606
1594,429.5956921896434
1595,459.0013783385326
1596,507.83048667309356
1597,557.0246121901878
1598,565.4187445098512
1599,516.2031902238368
1600,430.72882192922214
1601,346.8892256674186
1602,286.89017625097244
1603,264.2130563360066
1604,262.6404137508294
1605,250.1239134359519
1606,213.2107370453003
1607,182.77862375075554
1608,184.0740793816122
1609,235.40818197000903
1610,308.1712377673095
1611,391.859281538039
1612,398.96527946621467
1613,403.42809364431616
1614,402.3499362478318
1615,403.91983344017535
1616,409.1371864352318
1617,419.08567404299686
1618,452.95288865937346
1619,491.6896174334438
1620,538.1088381651441
1621,568.6008586954553
1622,590.8614915964577
1623,548.0436167399298
1624,462.62846558070385
1625,351.4770418703251
1626,302.24788589385486
1627,281.68696768589496
1628,290.6672904141809
1629,274.63939652549493
1630,230.10845423925255
1631,199.91922502936558
1632,207.07869459027052
1633,255.10448323310695
1634,337.60895671335214
1635,407.9073756207441
1636,456.1176956940267
1637,463.11063851077824
1638,454.64060397357906
1639,419.35875104889965
1640,411.67097489551963
1641,420.4622868999308
1642,443.65139164643864
1643,482.5924641981183
1644,521.5877729903962
1645,570.4877682466349
1646,576.5016159711129
1647,536.6968267583234
1648,452.7325992503889
1649,373.82577554607224
1650,323.7473803757518
1651,309.98035014803395
1652,284.93679152166266
1653,268.5106797796086
1654,239.89028008511644
1655,208.5180914036362
1656,193.28371052490485
1657,240.37161145402712
1658,332.9276008191746
1659,407.1455306425097
1660,443.78959598426377
1661,453.66678654782754
1662,436.43288130730707
1663,423.76861614963605
1664,417.58625126478466
1665,426.7366987947487
1666,445.56583305194476
1667,484.60793851748065
1668,527.0469708329924
1669,560.1247420893728
1670,568.250334969909
1671,488.7883995496262
1672,397.02778584025424
1673,326.4277350265749
1674,276.7055594606028
1675,261.35616685314085
1676,258.70986509934625
1677,253.35738059269946
1678,225.16098834303978
1679,191.34998363858057
1680,190.22304289655779
1681,230.3061595899996
1682,317.30198762201667
1683,387.91665569597995
1684,429.7749725221538
1685,426.9659868947623
1686,414.3948396961447
1687,390.95792222458397
1688,377.8852710442353
1689,400.75566512257694
1690,418.5195706496566
1691,454.76689917151367
1692,500.0428995960647
1693,545.9580158584304
1694,544.5268371229124
1695,496.6329246641339
1696,412.962499797834
1697,324.06401912476923
1698,268.9257509568803
1699,260.76352820072765
1700,275.0124938869283
1701,266.6673548467689
1702,226.47126333582312
1703,182.0271331179503
1704,184.06913244828718
1705,229.74556228114793
1706,305.7588950157718
1707,392.0312895920839
1708,406.8552712568504
1709,408.4265672275156
1710,375.1921799694499
1711,373.91642492006014
1712,361.9964073877398
1713,402.86577444944237
1714,417.8247320482999
1715,449.7172017688159
1716,495.2474030669807
1717,522.5177904496669
1718,530.4772003461381
1719,523.7763803301443
1720,411.4178373608688
1721,333.67687287675324
1722,252.82842341487438
1723,266.58918017857087
1724,263.45491746674566
1725,244.00945533542995
1726,211.08141792797915
1727,181.4338833580118
1728,184.57553061168784
1729,232.58446633491005
1730,302.4492867568994
1731,384.6517183695912
1732,427.91906591525947
1733,431.3389227891397
1734,413.2564840646801
1735,406.28744123081225
1736,413.8596424917809
1737,404.20984574775923
1738,421.7087335088211
1739,446.7444741497052
1740,491.71066581308696
1741,541.0237056578717
1742,543.8276013810755
1743,447.12681468973403
1744,365.0436644026822
1745,322.7655433707339
1746,273.48122817420625
1747,230.0484504810278
1748,264.6767692575448
1749,247.76000167854662
1750,207.37031075467326
1751,174.89715929581757
1752,156.90473354945595
1753,207.53386254382525
1754,310.15463923900575
1755,350.2599421523625
1756,386.8470888826404
1757,391.6421058754204
1758,404.95808565169114
1759,397.64639559346466
1760,404.0390899121798
1761,404.80254170048374
1762,430.3019637242427
1763,463.28079698690294
1764,496.1797172998091
1765,546.7114784263392
1766,491.7015836933707
1767,494.22553434994416
1768,422.8403507036288
1769,337.9930044071445
1770,290.1538884430938
1771,276.4726219982941
1772,279.51868242834064
1773,254.55928088217075
1774,213.69952564492917
1775,185.9633714127167
1776,189.0287766538145
1777,228.93539125203148
1778,319.9323325107386
1779,403.6203762803222
1780,438.8422342395981
1781,444.7576725040706
1782,439.8726941698063
1783,420.9323289527241
1784,418.9407245870743
1785,426.63007542423094
1786,450.34327969038304
1787,440.02814794866805
1788,516.0453972317337
1789,554.4846562128247
1790,560.8632508827711
1791,525.989459561609
1792,450.1868519070999
1793,354.7694475446615
1794,298.43214208472864
1795,279.7455513319332
1796,285.36268767114746
1797,267.22116654988776
1798,223.54872341872357
1799,191.58954460273395
1800,184.6647263578178
1801,239.84336614890168
1802,316.538459720351
1803,408.5589896595121
1804,444.7466626910865
1805,421.314338123731
1806,413.79912882887777
1807,401.45680448357103
1808,399.39479961831756
1809,406.1182466815728
1810,425.61543496673966
1811,490.028678020945
1812,509.3646443480321
1813,541.6096693292133
1814,548.9267949228632
1815,507.10506660958583
1816,424.3101068558759
1817,340.78947697944113
1818,310.616070071786
1819,294.91940010000656
1820,279.6812773527132
1821,261.7672449993022
1822,231.79886577319638
1823,200.4266770916762
1824,202.68698141451227
1825,243.9655024332669
1826,323.88731873756535
1827,406.50527136437563
1828,445.39803421670234
1829,449.6151910886416
1830,438.10441688478187
1831,430.0916684312815
1832,421.55847082237756
1833,434.8446482361951
1834,448.28637266188696
1835,480.6422033793284
1836,537.4282376466649
1837,575.8488124100256
1838,581.2222446767986
1839,529.0096263382385
1840,455.99631656156646
1841,371.16846735450116
1842,305.44097591824874
1843,292.5377768314231
1844,289.49513936938877
1845,278.7743123246662
1846,242.66880032254426
1847,206.59482216557893
1848,208.4503517309322
1849,258.4869231923353
1850,333.5622393906209
1851,406.81570015086754
1852,444.1464596795725
1853,448.1622672048182
1854,418.7522840881392
1855,402.9150907639885
1856,402.4950083278354
1857,415.52387654004946
1858,438.89860580070035
1859,467.75826518786437
1860,502.1925114620643
1861,543.8779857585457
1862,468.8762095674996
1863,467.91749146396023
1864,396.5078079249811
1865,324.868038959398
1866,275.0198208747595
1867,235.03593470498643
1868,261.5899548299271
1869,268.91326629462134
1870,208.91644252246527
1871,154.31426621038776
1872,181.2062989314785
1873,243.570040177082
1874,297.17953304396775
1875,353.2142172284661
1876,405.92820751845625
1877,366.43422001029427
1878,399.88663294876096
1879,391.5359306557332
1880,372.32156798852714
1881,403.61580886428015
1882,437.5722244899764
1883,464.75352828780075
1884,518.802955948292
1885,562.4967925973763
1886,568.6866414383769
1887,512.8376613281878
1888,430.34808464341563
1889,341.4595403743591
1890,297.23783233110515
1891,275.99245106759287
1892,267.0488084463374
1893,258.750926099882
1894,225.82288869354258
1895,200.21478442243068
1896,191.9635946422404
1897,253.1353170087799
1898,304.9212049875963
1899,379.95938090165146
1900,410.24619704904114
1901,402.8648324758896
1902,388.7428599852384
1903,378.58483424683067
1904,385.1388462142421
1905,388.1828717470805
1906,422.5105447176272
1907,471.1480869269254
1908,441.608727254517
1909,521.7733910105294
1910,526.160179594208
1911,490.8519279332447
1912,405.2268794804346
1913,326.247305923475
1914,295.57265754257105
1915,285.019563883526
1916,278.36472769629677
1917,275.6206175868544
1918,232.784733142128
1919,200.31158168323134
1920,202.67140575414393
1921,213.07089210376645
1922,301.02407253984137
1923,369.6152190900408
1924,422.58388947759477
1925,424.7069115461757
1926,408.71051877055316
1927,393.79314709307494
1928,386.5736724257721
1929,391.89933246792816
1930,397.8785185134837
1931,445.5885179308683
1932,477.98407048254984
1933,518.9125718604437
1934,530.2881138629812
1935,504.9722764783027
1936,424.9383646505721
1937,349.61348645525277
1938,292.73236617951295
1939,280.684263177557
1940,280.175865389152
1941,262.61908053233014
1942,228.44099641048513
1943,191.32721199975006
1944,164.88858430912097
1945,211.56627334889555
1946,315.9712010046699
1947,372.7940045296292
1948,442.28371942319257
1949,445.5077069189583
1950,433.22011189475415
1951,435.16290974024776
1952,423.72568101015935
1953,437.3252196319896
1954,456.4361176135265
1955,489.7441825556312
1956,528.2008287325062
1957,571.7026041548439
1958,548.4098125465996
1959,529.8242208770582
1960,426.09930937256553
1961,325.87900529414736
1962,258.42732228623373
1963,277.4968140427749
1964,290.6669739192436
1965,278.6785103306273
1966,238.76137421575802
1967,184.55526961854582
1968,150.5635953768493
1969,201.70731316021136
1970,259.41883563179056
1971,337.26670810084335
1972,358.07265108881376
1973,388.5675259207276
1974,386.72155007496247
1975,331.23581692315855
1976,360.90062507027835
1977,376.0320513579022
1978,417.678417126079
1979,459.509108532567
1980,507.11678835199405
1981,557.498480041181
1982,554.3397614683778
1983,518.6710906919202
1984,436.21214535179047
1985,359.325036801461
1986,301.54360025974864
1987,291.2804909624337
1988,271.4285620422838
1989,252.211251820822
1990,164.9486501280801
1991,127.47155370274965
1992,181.11205602969062
1993,228.06900642092268
1994,284.2435116168046
1995,385.7212851559447
1996,422.16785448747123
1997,419.1174649478353
1998,419.829580544328
1999,398.08444503989307
2000,398.1456016419686
2001,412.254981684452
2002,432.8117513881785
2003,467.04877884965606
2004,513.1995720227645
2005,482.29549268877736
2006,506.9995373468972
2007,455.87825635601394
2008,342.2971952357639
2009,297.7094279292257
2010,247.98725236275493
2011,220.49925775824954
2012,250.74438702188604
2013,254.96378009926565
2014,230.83143801189453
2015,193.12161570143314
2016,201.81267089003796
2017,253.75187473819736
2018,329.1736446132412
2019,398.34642107472143
2020,434.8457548444271
2021,437.9608443896822
2022,412.0630053276667
2023,402.6771734204908
2024,392.972216924623
2025,415.76258630820826
2026,418.8410879684657
2027,453.21765900879194
2028,499.8371306713701
2029,557.6499004467088
2030,557.9356246848663
2031,506.6245404173528
2032,430.0588169067738
2033,343.1897236915968
2034,281.9482800216814
2035,268.92832118178956
2036,276.53303307033974
2037,264.82019934901143
2038,223.08936477123655
2039,194.9304586264833
2040,192.26129203906873
2041,242.64888779136504
2042,315.1898812889051
2043,395.3262866789707
2044,425.5005120350311
2045,427.64724404155015
2046,409.4609599120355
2047,408.3225791069682
2048,400.9055548194004
2049,407.7786281758991
2050,435.19543456107283
2051,468.3866738541366
2052,515.7311378719376
2053,555.6918045286161
2054,545.5357194493326
2055,506.3226321708335
2056,425.99934080628435
2057,343.054186557068
2058,290.5610187457499
2059,272.9871784641606
2060,275.3781723794328
2061,253.96565318099567
2062,197.4874121251959
2063,165.82467069795985
2064,168.96631795012922
2065,216.59692509581248
2066,264.23567864305625
2067,367.88022908584014
2068,393.27916648476076
2069,412.36095481912355
2070,402.9912229091349
2071,404.714282583354
2072,408.47603590612346
2073,422.19923724294455
2074,441.0918668252546
2075,472.57820193416603
2076,519.3289022069476
2077,489.25987039671395
2078,547.9660743460788
2079,514.0058022183506
2080,427.5025055506155
2081,351.9035752781204
2082,303.04322910708953
2083,287.53371227910077
2084,285.771263131077
2085,282.69352610818214
2086,242.1125633529303
2087,194.97479120853276
2088,184.13995373511568
2089,239.50761525516313
2090,318.3810808464141
2091,370.7640524386471
2092,408.08948025945665
2093,411.59368409708884
2094,385.8814305992938
2095,370.1136115258963
2096,387.1642259160508
2097,382.50370150468757
2098,389.00805300382603
2099,447.7539125217928
2100,497.912311494361
2101,529.8366144313142
2102,545.3562312885794
2103,499.3063673814986
2104,423.8862617265218
2105,341.83501075370145
2106,293.9958947910788
2107,278.2949131939864
2108,279.21661392071996
2109,261.2232999847777
2110,221.8961935281666
2111,180.59363260076702
2112,185.00250907879905
2113,231.57968345651915
2114,311.14913672513387
2115,392.01171961093104
2116,437.87332695567875
2117,447.20010140089795
2118,427.18077106374426
2119,418.3348618572155
2120,422.10303889405793
2121,423.7343044451246
2122,455.3382523980532
2123,472.2547429754359
2124,525.4273145440318
2125,570.4110796087408
2126,585.6788842476293
2127,533.0995082171278
2128,458.3985626815154
2129,365.01121739026013
2130,312.54492871808844
2131,297.370482020716
2132,249.1175667300925
2133,232.7937564573466
2134,200.69987977314784
2135,164.87998243341735
2136,160.07462705164235
2137,213.90979560375501
2138,286.1250931156373
2139,362.3981244870354
2140,402.169383889641
2141,402.7237920491556
2142,382.110220792253
2143,360.83130364197063
2144,371.78326874627885
2145,376.020717470734
2146,396.533319000271
2147,430.46492174723915
2148,450.5103342252273
2149,517.9451058559644
2150,508.73882525375177
2151,444.8989285302615
2152,372.7585247172831
2153,278.20937761992803
2154,198.99826045876387
2155,183.81431772847782
2156,229.45354987975043
2157,184.8336742047311
2158,157.53596256822033
2159,172.3149248617662
2160,187.02710134444317
2161,229.94146652022388
2162,306.45748905919027
2163,376.0571044167061
2164,424.90332203397554
2165,422.9085391090093
2166,418.93478025921104
2167,412.32054862857046
2168,411.15782610018255
2169,410.8259988984149
2170,430.8638273279265
2171,466.87041584842166
2172,512.3494734021099
2173,556.8281334525782
2174,567.1040034691918
2175,518.1163463231424
2176,445.10303654814896
2177,353.01318334546517
2178,303.29100777952095
2179,280.1953208587332
2180,294.2562132575466
2181,276.9077005186849
2182,209.83097249626348
2183,178.56696918786733
2184,177.9281554414202
2185,219.98283749656446
2186,306.35507969921264
2187,372.83640538998486
2188,406.2385932021399
2189,402.8642222471358
2190,383.6048013529388
2191,314.49049996586837
2192,318.2808963986287
2193,306.86393935364134
2194,338.5721459468636
2195,398.99326394573677
2196,448.59971421269915
2197,471.5056211217478
2198,482.09086524831895
2199,447.3186072770038
2200,367.83457142859413
2201,260.6153226860554
2202,230.47949370172933
2203,228.12665085734085
2204,230.36924438781557
2205,239.0405353843746
2206,204.80622957743918
2207,169.88907575468642
2208,153.59403212753745
2209,208.0210581812035
2210,285.42046952943707
2211,358.24221283791877
2212,392.8669267631937
2213,396.06955859705425
2214,366.39546518604874
2215,375.44957221487584
2216,347.14505544610495
2217,385.6208870707688
2218,408.7588415333631
2219,437.95986048382315
2220,484.83804131235706
2221,519.9783892009863
2222,480.0085627574505
2223,446.1867219882435
2224,362.27126187444117
2225,315.3739648829175
2226,242.69828810061983
2227,231.3637542281415
2228,230.5783252879084
2229,217.57378531460589
2230,170.46648785668074
2231,170.9953934516048
2232,174.1370407055818
2233,224.58766165652168
2234,303.4840471322523
2235,386.13374029398733
2236,415.56205728471355
2237,428.0342623921657
2238,407.3542849804822
2239,404.4728222389198
2240,405.8330837025547
2241,417.15691397498813
2242,436.8283112323112
2243,473.84066991640066
2244,520.3519485705776
2245,538.9880607257644
2246,548.7954613786947
2247,436.0144683714293
2248,416.7359906191987
2249,336.9059696651876
2250,282.445911095992
2251,262.85120167670965
2252,260.56491441108574
2253,258.1907879099154
2254,224.43461830817745
2255,191.9614668466245
2256,176.19996031232546
2257,240.6199700690341
2258,326.94181463795627
2259,392.4150320511566
2260,426.0335958602828
2261,435.36557528822937
2262,412.4386846416652
2263,397.6786156033547
2264,401.5735184823476
2265,408.3892199285445
2266,427.6767021544706
2267,457.4413066949969
2268,445.4362476886656
2269,488.4749281717724
2270,479.34457506340493
2271,468.2769306996088
2272,404.15118421089846
2273,333.53747193620245
2274,284.3548847337858
2275,263.2994479890155
2276,271.0840409491934
2277,252.46714118624834
2278,219.3917793455025
2279,183.57676451208255
2280,190.68160005422274
2281,242.01570264152983
2282,284.718699659829
2283,363.06854355312066
2284,409.8263605845245
2285,417.2868858381678
2286,428.02220821651383
2287,416.53750632667004
2288,422.79657854523873
2289,434.8271116962501
2290,432.91517224202755
2291,470.2626674842504
2292,510.2013986474119
2293,552.6323266874068
2294,558.5411900425929
2295,523.3129886242434
2296,436.6915312552675
2297,355.9865088171113
2298,280.0230631323537
2299,263.7504024459701
2300,266.6760880158268
2301,248.53456689468703
2302,245.86192239764878
2303,207.07795042722103
2304,186.20542133195954
2305,256.3471852192891
2306,304.5380394728107
2307,381.08820299378147
2308,420.25068312659846
2309,435.37686051712444
2310,423.4404442152092
2311,398.2526587498849
2312,394.06668273086166
2313,410.3732124005821
2314,446.4419566730834
2315,447.34903746049315
2316,494.42704353223195
2317,527.6951546532181
2318,533.5149544974367
2319,499.3917592591134
2320,413.0316088123206
2321,339.31057919356556
2322,297.97827194889567
2323,273.493588435094
2324,272.96201198654643
2325,252.90008999622637
2326,208.7417182465058
2327,204.23476981045735
2328,183.27015242841782
2329,225.46012389609274
2330,300.63267520111884
2331,368.88881932024174
2332,405.81001681321015
2333,404.4495521887007
2334,385.714873070819
2335,373.9903637623411
2336,342.333440874373
2337,375.1796015922119
2338,352.26575928010186
2339,396.6413769900432
2340,448.5187493282699
2341,490.30595860863946
2342,499.2948521498072
2343,458.1647364547655
2344,353.2840009711358
2345,316.29484015353125
2346,266.57266458813467
2347,235.30505593381338
2348,262.7624544580417
2349,253.38509865191244
2350,194.20401116230988
2351,159.97103637897072
2352,164.51801671422254
2353,238.3018992825956
2354,308.0663822146574
2355,384.3199415513109
2356,427.7888110588886
2357,419.8387330148374
2358,409.80108883704054
2359,389.09993524605596
2360,325.5452946996182
2361,306.5996211530125
2362,371.5677749258078
2363,347.6839206718329
2364,392.9599210965012
2365,484.83146837665794
2366,477.7240385560782
2367,436.18280042951176
2368,383.1375264577564
2369,307.5075371472499
2370,251.54367884798143
2371,243.41955517686193
2372,266.6103889132027
2373,245.43712426844576
2374,209.1876116034284
2375,178.3327463985886
2376,189.16344103452445
2377,234.80177178357334
2378,313.5065552882964
2379,395.41874591297733
2380,421.54262915904246
2381,412.5268338282639
2382,409.0463290415631
2383,393.2071497344263
2384,401.72648184154616
2385,402.97139641027053
2386,437.64530994569304
2387,459.35324825030295
2388,508.2511442313888
2389,555.2788017122516
2390,558.0971191913593
2391,504.662457700841
2392,430.87293994650474
2393,346.5798061697749
2394,285.45379651189944
2395,275.4627338780721
2396,274.68181323035054
2397,257.30421604063326
2398,225.4262428331945
2399,187.81176640807365
2400,196.3262644930722
2401,225.9662823564811
2402,299.48981700012166
2403,374.0914638374932
2404,405.2366838006995
2405,408.723379358899
2406,420.78907586741605
2407,414.8277830688777
2408,414.5899109095694
2409,425.8655913897622
2410,447.8442752098913
2411,480.32907659553507
2412,524.4846256818125
2413,559.0772318422268
2414,571.0051555199725
2415,526.1138212537029
2416,448.3992198897173
2417,369.24093455541475
2418,315.48687400733877
2419,297.1393362436798
2420,287.74000265149203
2421,265.53109070077454
2422,224.93939547340636
2423,193.8097152525982
2424,188.07679133084082
2425,240.05389985562613
2426,318.9273654449502
2427,404.2648850111833
2428,437.92537443231873
2429,443.1216239776402
2430,424.9647815134514
2431,411.63481098713095
2432,416.20489761452205
2433,415.95293615981916
2434,434.9078520985314
2435,463.1800277318577
2436,512.725573351229
2437,557.3024450296234
2438,560.5429248796538
2439,507.8629877773766
2440,434.9877627252879
2441,348.4463717719885
2442,303.9749504900674
2443,290.5365537943686
2444,281.76913444859787
2445,273.0949569771552
2446,230.68972620092973
2447,198.91414166638276
2448,201.97954690818818
2449,253.31364949609494
2450,313.28284209139235
2451,406.49441412929224
2452,446.6668596285934
2453,451.9587120646903
2454,433.6670171742359
2455,424.96767813409383
2456,413.10847932663984
2457,418.3481885148817
2458,434.8077337586769
2459,478.3179588422584
2460,527.0637809864165
2461,575.9460704472926
2462,585.2600458008776
2463,533.6503207253394
2464,447.9839553112281
2465,362.27185056574666
2466,310.6412027317612
2467,293.41307169345276
2468,282.07324834068044
2469,270.7565203714452
2470,227.52511461140222
2471,196.9094070341515
2472,194.11026796471998
2473,243.90600621726304
2474,299.5452394515397
2475,372.01021038099793
2476,433.9951363289341
2477,461.0444125775624
2478,441.1115478678256
2479,449.2201944300672
2480,445.75861211461
2481,451.9208037418316
2482,480.10864581939677
2483,510.5865982257192
2484,559.6843194476455
2485,599.7688787482945
2486,601.329671067658
2487,552.5046752333716
2488,477.5422586643599
2489,381.6600795882687
2490,332.925155654586
2491,317.37783189842315
2492,303.4876886833368
2493,282.83989139718307
2494,243.73330361643107
2495,215.05256570153722
2496,223.21816096601668
2497,264.98165406426693
2498,344.90347037051265
2499,410.7985218459572
2500,442.5339252578023
2501,437.75377947980974
2502,419.07798262745314
2503,403.4630006828951
2504,399.5879223586022
2505,415.03242866834853
2506,441.5742766007312
2507,469.506512810422
2508,515.8841675522117
2509,560.2100332573148
2510,572.13563481642
2511,496.52215904624654
2512,401.93148082168227
2513,287.3587392242894
2514,265.71432460738885
2515,273.1907419440287
2516,254.18518677366325
2517,269.9031216050972
2518,235.81732475314038
2519,198.888390909757
2520,204.78335077427877
2521,254.81992223633694
2522,309.2658564674391
2523,393.68060506272263
2524,433.74052589265864
2525,413.8143023544981
2526,396.17548484950225
2527,382.44847062900897
2528,350.3396742635769
2529,345.22153184662557
2530,358.26937460893123
2531,395.38766700184306
2532,495.0866667204565
2533,541.1888397294135
2534,546.483645222653
2535,457.93612109708454
2536,383.8349867872327
2537,333.9616798118215
2538,224.8580178221794
2539,202.66519947181425
2540,230.03753847581322
2541,220.96140315231463
2542,205.57273765414703
2543,171.3591943532345
2544,175.41640054374565
2545,229.8434265968644
2546,305.43028096047567
2547,387.1269684483363
2548,395.41717649958923
2549,385.72964554904877
2550,372.5836459625223
2551,349.9196735033604
2552,351.5155253729505
2553,358.20183519389025
2554,389.1237105043956
2555,425.72283784968045
2556,472.60101867872925
2557,519.9643020252331
2558,533.3551518034814
2559,487.7998559557383
2560,413.81877315946565
2561,334.7298291449867
2562,251.39154466460892
2563,234.67410925036907
2564,254.37598730950805
2565,267.8022527901968
2566,234.8742153843625
2567,169.521147345115
2568,176.70222489835544
2569,228.07434701164016
2570,310.52442375242276
2571,379.7532197568348
2572,440.66058316684587
2573,415.43519947758153
2574,391.9217094221623
2575,375.14855804174636
2576,397.8957974163251
2577,414.014654981424
2578,432.86152227275204
2579,462.94099558649566
2580,494.3203097375994
2581,539.8734389332632
2582,556.1273041603226
2583,520.4879349269718
2584,437.3572297869477
2585,356.65346891107697
2586,306.46843573402936
2587,288.44617991375435
2588,292.8907737189452
2589,271.5607555547783
2590,237.80458595215504
2591,204.40993333173242
2592,206.76975740142927
2593,232.97983966807024
2594,336.272351982086
2595,382.46416695988927
2596,448.1815263369624
2597,442.32649567923403
2598,402.86363878573303
2599,391.21076641362237
2600,408.69330625059297
2601,420.03379863332555
2602,447.2169213922234
2603,460.3796022900372
2604,496.7097031824534
2605,542.2427269765722
2606,552.8969348513008
2607,512.973538970118
2608,427.73398866357996
2609,357.27413089903905
2610,308.09154369805043
2611,283.4047593421743
2612,262.70350866505
2613,255.5744181824521
2614,255.32608229269795
2615,209.75961699702168
2616,189.74944674922608
2617,236.37689171049598
2618,320.6530026060393
2619,389.25139603627247
2620,404.1864890246834
2621,367.4782766640767
2622,342.35105614803075
2623,340.3634355452498
2624,363.77294791608085
2625,374.9228448890057
2626,424.59328707657335
2627,456.5627776261309
2628,499.59551944344287
2629,541.5036695332549
2630,549.2725578990843
2631,499.7837444002121
2632,417.2984054684086
2633,327.8070752287509
2634,278.5779192483626
2635,266.92396158055215
2636,271.1976266803607
2637,257.5067734648567
2638,229.68302532952492
2639,197.72384651378025
2640,199.88879382340144
2641,251.03251160597162
2642,325.70789002787194
2643,398.5272710540906
2644,438.9369228419726
2645,444.147355998118
